story_id,epic,title,release,current_status,new_status,impl_order,current_coverage,missing_backend,missing_db,missing_api,missing_ui,missing_permissions,missing_audit,missing_tests,missing_demo_data,dependencies
S036A,CE-09,Vendor Master CRUD,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,9,Partial — apar-service has vendor schema stub from r1-s036a branch; no CRUD UI,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S036B,CE-09,Vendor Verification Integrations,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,10,Partial — apar-service has vendor entity; no TIN/OFAC/insurance verification adapter,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S037,CE-09,1099/T4A Flag Rules & Preview,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,30,No implementation — apar-service has no 1099/T4A flag field or preview generator,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S038,CE-09,Vendor Insurance-Cert Tracking,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,31,No implementation — vendor model lacks insurance cert fields; no expiry tracking,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S039,CE-09,AP Invoice Entry & 2/3-Way Match,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,11,Partial — apar-service has invoice schema; no 2/3-way match engine or full UI,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S041,CE-09,AP Approval Matrix,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,12,No implementation — apar-service has no approval matrix table or workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S042,CE-09,Use-Tax Self-Assessment,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,13,No implementation — no use-tax self-assessment engine or tax service integration,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S043A,CE-09,Manual Single Payment,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,14,Partial — cash-service has payment stub from r1-s052 branch; no single-payment UI,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S043B,CE-09,Payment Runs & Rails,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,15,No implementation — no payment run batch engine or payment rail adapters,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S044,CE-09,Trade-Payoff Fast Lane,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,16,No implementation — no trade payoff fast-lane posting path,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S045,CE-09,Void/Stop/Reissue & Check Escheat,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,17,No implementation — no void/stop/reissue workflow or check escheat tracking,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S046,CE-09,"Customer AR Master, Credit & Statements",R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,18,Partial — apar-service has customer AR master schema stub from r1-s046 branch; no credit limit or statements,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S047,CE-09,Fleet AR Consolidated Billing,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,32,No implementation — no fleet AR consolidated billing engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S048,CE-09,Wholesale Vehicle AR & Title Gate,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,19,No implementation — no wholesale vehicle AR or title gate workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S049,CE-09,Insurance AR (Body Shop),R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,20,No implementation — no insurance AR (body shop) subtype or OEM claim receivable flow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S050,CE-09,AR Write-offs & Allowance Model,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,21,No implementation — no write-off workflow or allowance model,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S051,CE-09,NSF Handling,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,22,"No implementation — no NSF handling, reversal automation or redeposit workflow",TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S052,CE-09,Receipting POS & Drawers,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,23,Partial — cash-service has receipts schema from r1-s052; no POS drawer management UI,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S053,CE-09,Deposit Workflow & Bank Feed Match,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,24,Partial — cash-service has deposit schema from r1-s053; no bank feed match engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S054A,CE-09,Manual Bank Reconciliation Workbench,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,25,No implementation — recon-service stub exists; no bank rec workbench UI,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S054B,CE-09,Rule-Based Bank Auto-Match,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,26,No implementation — no auto-match rule engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S055,CE-09,Merchant Settlement Reconciliation,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,27,No implementation — no merchant settlement reconciliation flow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S056,CE-09,ZBA Sweeps & FP-Offset Allocation,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,28,No implementation — no ZBA sweep or FP-offset allocation logic,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S057,CE-09,Daily Cash Position Dashboard,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,29,No implementation — cashflow-service stub exists; no daily cash position dashboard,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S124,CE-10,Certified Tax Engine Adapter,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,33,No implementation — tax-service stub; no tax code registry or taxability rules,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S125,CE-10,Regulatory Fee Tables,R2,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,34,No implementation — no tax posting integration with posting engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S059,CE-11,RO Close Posting (All Pay Types),R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,35,No implementation — fixedops-service stub exists; no RO close posting (all pay types),TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S060,CE-11,RO Reopen/Void Auto-Reversal,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,36,No implementation — no RO reopen/void auto-reversal,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S061,CE-11,Labor WIP Mode & Open-RO Report,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,37,No implementation — no labor WIP mode or open-RO report,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S062,CE-11,Sublet PO Lifecycle,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,38,No implementation — no sublet PO lifecycle or posting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S063,CE-11,Unapplied Time & Tech Guarantee,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,39,No implementation — no unapplied time or tech guarantee accrual,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S064,CE-11,Deferred Maintenance Contracts v1,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,40,No implementation — no deferred maintenance contracts model,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S065,CE-11,Warranty Claim Receivable Lifecycle,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,41,No implementation — no warranty claim receivable lifecycle,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S066,CE-11,Parts Movement Posting & Tie-Out,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,42,No implementation — no parts movement posting or tie-out,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S067,CE-11,OEM Price-Tape Revaluation,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,43,No implementation — no OEM price-tape revaluation engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S068,CE-11,Obsolescence Provision & Scrap,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,44,No implementation — no obsolescence provision or scrap posting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S069,CE-11,Parts Physical Inventory,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,45,No implementation — no parts physical inventory reconciliation,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S070,CE-11,Special-Order Deposits & Escheat,R3,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,46,No implementation — no special-order deposits or escheat tracking,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S071,CE-11,OEM Parts-Return Pipeline,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,47,No implementation — no OEM parts-return pipeline,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S072,CE-11,Parts Valuation Config & Landed Cost,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,48,No implementation — no parts valuation config or landed cost,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S024,CE-12,Vehicle+F&I Rule Pack,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,57,No implementation — posting-recovery-service has Rule Pack v1; no Vehicle/F&I rules,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S074,CE-12,Vehicle Unit Ledger & Stock-In,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,49,No implementation — vehicle-accounting-service stub; no unit ledger or stock-in posting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S075,CE-12,Demo Reclass & Depreciation,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,50,No implementation — no demo reclass or depreciation schedule,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S076,CE-12,Used LCNRV Write-downs,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,51,No implementation — no LCNRV write-down engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S077,CE-12,Dealer Trades,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,52,No implementation — no dealer trade posting workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S079,CE-12,Floorplan Lender Feed Adapters,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,53,No implementation — floorplan-service stub; no lender feed adapter,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S080,CE-12,Floorplan VIN Match & Breaks,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,54,No implementation — no VIN match or breaks detection,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S081,CE-12,SOT Monitor,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,55,No implementation — no SOT monitor,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S082,CE-12,Floorplan Interest & Curtailments,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,56,No implementation — no floorplan interest or curtailment posting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S084,CE-12,Deal JE Generator,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,58,No implementation — deal-accounting-service stub; no deal JE generator,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S085,CE-12,Biller Review Workbench,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,59,No implementation — no biller review workbench,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S086,CE-12,Deal Unwind,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,60,No implementation — no deal unwind reversal workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S087,CE-12,Recontract Delta Posting,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,61,No implementation — no recontract delta posting,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S088,CE-12,CIT Funding Match,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,62,No implementation — no CIT funding match,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S089,CE-12,Trade Payoff Issuance & Variance,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,63,No implementation — no trade payoff issuance or variance tracking,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S090,CE-12,Wholesale Disposition & Arbitration,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,64,No implementation — no wholesale disposition or arbitration workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S091,CE-12,Finance Reserve & Flat-% Chargeback Reserve,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,65,No implementation — fni-reserve-service stub; no finance reserve or flat-% chargeback reserve,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S092,CE-12,F&I Product Income & Remit Accrual,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,66,No implementation — no F&I product income or remit accrual,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S093,CE-12,Product Cancellations,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,67,No implementation — no product cancellation reversal flow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S094,CE-12,Dealer-Obligor Deferral Mode,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,68,No implementation — no dealer-obligor deferral mode,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S025,CE-13,Payroll+Close Rule Pack,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,69,No implementation — posting-recovery-service has Rule Pack v1; no payroll/close rules,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S108,CE-13,Payroll Run GL Posting,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,70,No implementation — payroll-service stub; no GL posting integration,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S109,CE-13,Commission Engine,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,71,No implementation — no commission engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S110,CE-13,Chargeback Clawback Consumption,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,72,No implementation — no chargeback clawback consumption,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S111,CE-13,Compensation Accruals,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,73,No implementation — no compensation accruals,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S112,CE-13,Tech Flag-to-Payroll Bridge,R4,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,74,No implementation — no tech flag-to-payroll bridge,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S098,CE-14,OEM Adapter Framework & Diff Alerts,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,75,No implementation — oem-service stub; no adapter framework or diff alerts,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S099,CE-14,Ford Feed Adapter,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,76,No implementation — no Ford feed adapter,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S100,CE-14,GM Feed Adapter,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,77,No implementation — no GM feed adapter,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S101A,CE-14,Manual OEM Statement Match Workbench,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,78,No implementation — no OEM statement match workbench,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S102,CE-14,Phase-2 OEM Adapters,R7,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,83,No implementation — no phase-2 OEM adapters,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S103A,CE-14,Incentive Registry & Flat RDR Accruals,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,79,No implementation — no incentive registry or flat RDR accruals,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S104,CE-14,OEM Financial Statement Renderer,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,80,No implementation — fs-service stub; no OEM financial statement renderer,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S105,CE-14,Warranty Audit Chargeback & Reserve,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,81,No implementation — no warranty audit chargeback or reserve,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S106,CE-14,Co-op Advertising Claims,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,82,No implementation — no co-op advertising claims,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S015,CE-15,Multi-Currency & CTA,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,84,No implementation — gl-service has single-currency only; no FX tables or CTA accounts,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S016,CE-15,Signed Statement Snapshots,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,85,No implementation — no signed statement snapshot generation or immutable storage,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S017,CE-15,WORM Archive & PII Crypto-Shredding,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,86,No implementation — no WORM archive or PII crypto-shredding,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S113,CE-15,Close Calendar Task Engine,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,87,No implementation — close-service has period close; no close calendar task engine,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S114,CE-15,Reconciliation Module & PBC Export,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,88,No implementation — no reconciliation module or PBC export,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S115,CE-15,Pre-Close Scrub Reports,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,89,No implementation — no pre-close scrub reports,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S116,CE-15,Year-End Close,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,90,No implementation — no year-end close workflow,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S117,CE-15,Year-End Tax Pack,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,91,No implementation — no year-end tax pack,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S119,CE-15,Daily Operating Control (DOC),R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,92,No implementation — no daily operating control (DOC) report,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S120,CE-15,Statement-Format Financial Packages,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,93,No implementation — no statement-format financial packages,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S121,CE-15,Fixed Ops KPI Pack,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,94,No implementation — no fixed ops KPI pack,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
S122,CE-15,Variable Ops KPI Pack,R5,PACKAGE_AUTHORIZED_DEFERRED,CERTIFIED,95,No implementation — no variable ops KPI pack,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,
